指标名称,中国：货币供应量同比：M1（月）
2018-10-31 00:00:00,2.7
2018-09-30 00:00:00,4.0
2018-08-31 00:00:00,3.9
2018-07-31 00:00:00,5.1
2018-06-30 00:00:00,6.6
2018-05-31 00:00:00,6.0
2018-04-30 00:00:00,7.2
2018-03-31 00:00:00,7.1
2018-02-28 00:00:00,8.5
2018-01-31 00:00:00,15.0
2017-12-31 00:00:00,11.8
2017-11-30 00:00:00,12.7
2017-10-31 00:00:00,13.0
2017-09-30 00:00:00,14.0
2017-08-31 00:00:00,14.0
2017-07-31 00:00:00,15.3
2017-06-30 00:00:00,15.0
2017-05-31 00:00:00,17.0
2017-04-30 00:00:00,18.5
2017-03-31 00:00:00,18.8
2017-02-28 00:00:00,21.4
2017-01-31 00:00:00,14.5
2016-12-31 00:00:00,21.4
2016-11-30 00:00:00,22.7
2016-10-31 00:00:00,23.9
2016-09-30 00:00:00,24.7
2016-08-31 00:00:00,25.3
2016-07-31 00:00:00,25.4
2016-06-30 00:00:00,24.6
2016-05-31 00:00:00,23.7
2016-04-30 00:00:00,22.9
2016-03-31 00:00:00,22.1
2016-02-29 00:00:00,17.4
2016-01-31 00:00:00,18.6
2015-12-31 00:00:00,15.2
2015-11-30 00:00:00,15.7
2015-10-31 00:00:00,14.0
2015-09-30 00:00:00,11.4
2015-08-31 00:00:00,9.3
2015-07-31 00:00:00,6.6
2015-06-30 00:00:00,4.3
2015-05-31 00:00:00,4.7
2015-04-30 00:00:00,3.7
2015-03-31 00:00:00,2.9
2015-02-28 00:00:00,5.6
2015-01-31 00:00:00,10.6
2014-12-31 00:00:00,3.2
2014-11-30 00:00:00,3.2
2014-10-31 00:00:00,3.2
2014-09-30 00:00:00,4.8
2014-08-31 00:00:00,5.7
2014-07-31 00:00:00,6.7
2014-06-30 00:00:00,8.9
2014-05-31 00:00:00,5.7
2014-04-30 00:00:00,5.5
2014-03-31 00:00:00,5.4
2014-02-28 00:00:00,6.9
2014-01-31 00:00:00,1.2
2013-12-31 00:00:00,9.3
2013-11-30 00:00:00,9.4
2013-10-31 00:00:00,8.9
2013-09-30 00:00:00,8.9
2013-08-31 00:00:00,9.9
2013-07-31 00:00:00,9.7
2013-06-30 00:00:00,9.0
2013-05-31 00:00:00,11.3
2013-04-30 00:00:00,11.9
2013-03-31 00:00:00,11.8
2013-02-28 00:00:00,9.5
2013-01-31 00:00:00,15.3
2012-12-31 00:00:00,6.5
2012-11-30 00:00:00,5.5
2012-10-31 00:00:00,6.1
2012-09-30 00:00:00,7.3
2012-08-31 00:00:00,4.5
2012-07-31 00:00:00,4.6
2012-06-30 00:00:00,4.7
2012-05-31 00:00:00,3.5
2012-04-30 00:00:00,3.1
2012-03-31 00:00:00,4.4
2012-02-29 00:00:00,4.3
2012-01-31 00:00:00,3.2
2011-12-31 00:00:00,7.9
2011-11-30 00:00:00,7.8
2011-10-31 00:00:00,8.4
2011-09-30 00:00:00,8.9
2011-08-31 00:00:00,11.2
2011-07-31 00:00:00,11.6
2011-06-30 00:00:00,13.1
2011-05-31 00:00:00,12.7
2011-04-30 00:00:00,12.9
2011-03-31 00:00:00,15.0
2011-02-28 00:00:00,14.5
2011-01-31 00:00:00,13.6
2010-12-31 00:00:00,21.2
2010-11-30 00:00:00,22.1
2010-10-31 00:00:00,22.1
2010-09-30 00:00:00,20.9
2010-08-31 00:00:00,21.9
2010-07-31 00:00:00,22.9
2010-06-30 00:00:00,24.6
2010-05-31 00:00:00,29.9
2010-04-30 00:00:00,31.3
2010-03-31 00:00:00,29.9
2010-02-28 00:00:00,35.0
2010-01-31 00:00:00,39.0
2009-12-31 00:00:00,32.4
2009-11-30 00:00:00,36.6
2009-10-31 00:00:00,32.0
2009-09-30 00:00:00,29.5
2009-08-31 00:00:00,27.7
2009-07-31 00:00:00,26.4
2009-06-30 00:00:00,24.8
2009-05-31 00:00:00,18.7
2009-04-30 00:00:00,17.5
2009-03-31 00:00:00,17.0
2009-02-28 00:00:00,10.9
2009-01-31 00:00:00,6.7
2008-12-31 00:00:00,9.1
2008-11-30 00:00:00,6.8
2008-10-31 00:00:00,8.9
2008-09-30 00:00:00,9.4
2008-08-31 00:00:00,11.5
2008-07-31 00:00:00,14.0
2008-06-30 00:00:00,14.2
2008-05-31 00:00:00,17.9
2008-04-30 00:00:00,19.1
2008-03-31 00:00:00,18.0
2008-02-29 00:00:00,19.0
2008-01-31 00:00:00,20.5
2007-12-31 00:00:00,21.0
2007-11-30 00:00:00,21.7
2007-10-31 00:00:00,22.2
2007-09-30 00:00:00,22.1
2007-08-31 00:00:00,22.8
2007-07-31 00:00:00,20.9
2007-06-30 00:00:00,20.9
2007-05-31 00:00:00,19.3
2007-04-30 00:00:00,20.0
2007-03-31 00:00:00,19.8
2007-02-28 00:00:00,21.0
2007-01-31 00:00:00,19.8
2006-12-31 00:00:00,17.5
2006-11-30 00:00:00,16.8
2006-10-31 00:00:00,16.3
2006-09-30 00:00:00,15.7
2006-08-31 00:00:00,15.6
2006-07-31 00:00:00,15.3
2006-06-30 00:00:00,13.9
2006-05-31 00:00:00,14.0
2006-04-30 00:00:00,12.5
2006-03-31 00:00:00,12.7
2006-02-28 00:00:00,12.4
2006-01-31 00:00:00,10.6
2005-12-31 00:00:00,11.8
2005-11-30 00:00:00,12.7
2005-10-31 00:00:00,12.1
2005-09-30 00:00:00,11.6
2005-08-31 00:00:00,11.5
2005-07-31 00:00:00,11.0
2005-06-30 00:00:00,11.3
2005-05-31 00:00:00,10.4
2005-04-30 00:00:00,10.0
2005-03-31 00:00:00,9.9
2005-02-28 00:00:00,10.6
2005-01-31 00:00:00,15.3
2004-12-31 00:00:00,13.6
2004-11-30 00:00:00,13.8
2004-10-31 00:00:00,12.6
2004-09-30 00:00:00,13.7
2004-08-31 00:00:00,15.1
2004-07-31 00:00:00,15.0
2004-06-30 00:00:00,16.2
2004-05-31 00:00:00,18.6
2004-04-30 00:00:00,20.0
2004-03-31 00:00:00,20.1
2004-02-29 00:00:00,19.8
2004-01-31 00:00:00,15.7
2003-12-31 00:00:00,18.7
2003-11-30 00:00:00,18.9
2003-10-31 00:00:00,19.6
2003-09-30 00:00:00,18.5
2003-08-31 00:00:00,18.8
2003-07-31 00:00:00,20.0
2003-06-30 00:00:00,20.2
2003-05-31 00:00:00,18.8
2003-04-30 00:00:00,18.0
2003-03-31 00:00:00,20.1
2003-02-28 00:00:00,18.8
2003-01-31 00:00:00,19.5
2002-12-31 00:00:00,16.8
2002-11-30 00:00:00,18.5
2002-10-31 00:00:00,17.9
2002-09-30 00:00:00,15.9
2002-08-31 00:00:00,14.6
2002-07-31 00:00:00,17.0
2002-06-30 00:00:00,12.8
2002-05-31 00:00:00,14.6
2002-04-30 00:00:00,11.5
2002-03-31 00:00:00,10.1
2002-02-28 00:00:00,10.9
2002-01-31 00:00:00,9.5
2001-12-31 00:00:00,12.7
2001-11-30 00:00:00,11.4
2001-10-31 00:00:00,12.3
2001-09-30 00:00:00,12.3
2001-08-31 00:00:00,14.2
2001-07-31 00:00:00,11.9
2001-06-30 00:00:00,14.9
2001-05-31 00:00:00,13.0
2001-04-30 00:00:00,15.0
2001-03-31 00:00:00,17.4
2001-02-28 00:00:00,16.4
2001-01-31 00:00:00,16.8
2000-12-31 00:00:00,16.0
2000-11-30 00:00:00,17.1
2000-10-31 00:00:00,18.2
2000-09-30 00:00:00,20.8
2000-08-31 00:00:00,21.9
2000-07-31 00:00:00,22.6
2000-06-30 00:00:00,23.7
2000-05-31 00:00:00,22.3
2000-04-30 00:00:00,21.7
2000-03-31 00:00:00,18.7
2000-02-29 00:00:00,15.3
2000-01-31 00:00:00,19.4
1999-12-31 00:00:00,17.7
1999-11-30 00:00:00,15.9
1999-10-31 00:00:00,15.1
1999-09-30 00:00:00,14.8
1999-08-31 00:00:00,14.4
1999-07-31 00:00:00,13.5
1999-06-30 00:00:00,14.9
1999-05-31 00:00:00,13.3
1999-04-30 00:00:00,14.1
1999-03-31 00:00:00,14.9
1999-02-28 00:00:00,16.0
1999-01-31 00:00:00,9.6
1998-12-31 00:00:00,11.9
1998-11-30 00:00:00,13.7
1998-10-31 00:00:00,13.5
1998-09-30 00:00:00,13.2
1998-08-31 00:00:00,10.9
1998-07-31 00:00:00,10.5
1998-06-30 00:00:00,8.7
1998-05-31 00:00:00,10.8
1998-04-30 00:00:00,11.2
1998-03-31 00:00:00,11.8
1998-02-28 00:00:00,12.4
1998-01-31 00:00:00,14.6
1997-12-31 00:00:00,16.5
1997-11-30 00:00:00,14.9
1997-10-31 00:00:00,15.8
1997-09-30 00:00:00,17.3
1997-08-31 00:00:00,17.2
1997-07-31 00:00:00,18.4
1997-06-30 00:00:00,20.6
1997-05-31 00:00:00,18.3
1997-04-30 00:00:00,18.7
1997-03-31 00:00:00,18.9
1997-02-28 00:00:00,16.0
1997-01-31 00:00:00,22.2
1996-12-31 00:00:00,18.9
1996-11-30 00:00:00,17.1
1996-10-31 00:00:00,17.1
1996-09-30 00:00:00,17.3
1996-08-31 00:00:00,15.1
1996-07-31 00:00:00,15.2
1996-06-30 00:00:00,15.0
1996-05-31 00:00:00,14.5
1996-04-30 00:00:00,13.7
1996-03-31 00:00:00,13.8
1996-02-29 00:00:00,16.6
1996-01-31 00:00:00,11.4
1995-12-31 00:00:00,16.8
1995-11-30 00:00:00,25.43
1995-10-31 00:00:00,25.47
1995-09-30 00:00:00,26.22
1995-08-31 00:00:00,27.71
1995-07-31 00:00:00,20.5
1995-06-30 00:00:00,21.2
1995-05-31 00:00:00,22.9
1995-04-30 00:00:00,25.4
1995-03-31 00:00:00,27.9
1995-02-28 00:00:00,29.7
1995-01-31 00:00:00,32.0
1994-12-31 00:00:00,26.2
1994-11-30 00:00:00,24.78
1994-10-31 00:00:00,28.99
1994-09-30 00:00:00,29.6
1994-08-31 00:00:00,28.64
1994-07-31 00:00:00,23.28
1994-06-30 00:00:00,18.03
1994-05-31 00:00:00,15.17
1994-04-30 00:00:00,14.28
1994-03-31 00:00:00,15.36
1994-02-28 00:00:00,16.66
1994-01-31 00:00:00,19.12
1993-12-31 00:00:00,38.78
1993-11-30 00:00:00,30.7
1993-10-31 00:00:00,28.16
1993-09-30 00:00:00,30.3
1993-08-31 00:00:00,29.33
1993-07-31 00:00:00,35.37
1993-06-30 00:00:00,45.0
1993-05-31 00:00:00,49.75
1993-04-30 00:00:00,51.74
1993-03-31 00:00:00,51.52
1993-02-28 00:00:00,50.17
1993-01-31 00:00:00,43.69
1992-12-31 00:00:00,35.9
1992-11-30 00:00:00,33.97
1992-10-31 00:00:00,33.85
1992-09-30 00:00:00,32.42
1992-08-31 00:00:00,37.17
1992-07-31 00:00:00,36.11
1992-06-30 00:00:00,32.77
1992-05-31 00:00:00,29.92
1992-04-30 00:00:00,28.33
1992-03-31 00:00:00,25.51
1992-02-29 00:00:00,23.06
1992-01-31 00:00:00,27.32
1991-12-31 00:00:00,24.2
1991-11-30 00:00:00,28.17
1991-10-31 00:00:00,28.13
1991-09-30 00:00:00,25.99
1991-08-31 00:00:00,26.28
1991-07-31 00:00:00,26.04
1991-06-30 00:00:00,25.42
1991-05-31 00:00:00,25.91
1991-04-30 00:00:00,24.67
1991-03-31 00:00:00,24.99
1991-02-28 00:00:00,26.46
1991-01-31 00:00:00,20.27
1990-12-31 00:00:00,19.21
1990-11-30 00:00:00,18.42
1990-10-31 00:00:00,18.99
1990-09-30 00:00:00,19.38
1990-08-31 00:00:00,14.74
1990-07-31 00:00:00,12.5
1990-06-30 00:00:00,10.18
1990-05-31 00:00:00,8.62
1990-04-30 00:00:00,8.2
1990-03-31 00:00:00,7.68
1990-02-28 00:00:00,6.1
1990-01-31 00:00:00,7.51
1989-12-31 00:00:00,6.2
1989-11-30 00:00:00,6.58
1989-10-31 00:00:00,2.71
1989-09-30 00:00:00,-0.83
1989-08-31 00:00:00,-1.03
1989-07-31 00:00:00,2.54
1989-06-30 00:00:00,6.55
1989-05-31 00:00:00,10.28
1989-04-30 00:00:00,13.86
1989-03-31 00:00:00,16.46
1989-02-28 00:00:00,16.67
1989-01-31 00:00:00,21.05
1988-12-31 00:00:00,22.5
1988-11-30 00:00:00,20.21
1988-10-31 00:00:00,23.01
1988-09-30 00:00:00,28.84
1988-08-31 00:00:00,33.29
1988-07-31 00:00:00,31.34
1988-06-30 00:00:00,29.26
1988-05-31 00:00:00,27.84
1988-04-30 00:00:00,25.18
1988-03-31 00:00:00,21.04
1988-02-29 00:00:00,22.03
1988-01-31 00:00:00,17.12
1987-12-31 00:00:00,16.22
1987-11-30 00:00:00,23.67
1987-10-31 00:00:00,27.31
1987-09-30 00:00:00,28.83
1987-08-31 00:00:00,28.3
1987-07-31 00:00:00,27.82
1987-06-30 00:00:00,27.91
1987-05-31 00:00:00,29.2
1987-04-30 00:00:00,29.36
1987-03-31 00:00:00,30.55
1987-02-28 00:00:00,30.02
1987-01-31 00:00:00,31.43
1986-12-31 00:00:00,28.05
1986-11-30 00:00:00,25.24
1986-10-31 00:00:00,22.83
1986-09-30 00:00:00,18.4
1986-08-31 00:00:00,16.31
1986-07-31 00:00:00,14.08
1986-06-30 00:00:00,13.31
1986-05-31 00:00:00,7.63
1986-04-30 00:00:00,4.37
1986-03-31 00:00:00,1.14
1986-02-28 00:00:00,0.41
1986-01-31 00:00:00,2.87
1985-12-31 00:00:00,5.84
1985-11-30 00:00:00,9.47
1985-10-31 00:00:00,12.09
1985-09-30 00:00:00,16.99
1985-08-31 00:00:00,19.66
1985-07-31 00:00:00,23.22
1985-06-30 00:00:00,25.51
1985-05-31 00:00:00,30.51
1985-04-30 00:00:00,33.11
1985-03-31 00:00:00,36.62
1985-02-28 00:00:00,38.53
1985-01-31 00:00:00,34.83
1984-12-31 00:00:00,31.42
1984-11-30 00:00:00,15.1
1984-10-31 00:00:00,14.16
1984-09-30 00:00:00,11.64
1984-08-31 00:00:00,10.51
1984-07-31 00:00:00,7.67
1984-06-30 00:00:00,6.48
1984-05-31 00:00:00,6.28
1984-04-30 00:00:00,5.37
1984-03-31 00:00:00,7.26
1984-02-29 00:00:00,7.6
1984-01-31 00:00:00,9.3
1983-12-31 00:00:00,14.85
1983-11-30 00:00:00,27.52
1983-10-31 00:00:00,26.28
1983-09-30 00:00:00,26.74
1983-08-31 00:00:00,26.26
1983-07-31 00:00:00,27.21
1983-06-30 00:00:00,26.01
1983-05-31 00:00:00,25.88
1983-04-30 00:00:00,26.76
1983-03-31 00:00:00,22.69
1983-02-28 00:00:00,21.99
1983-01-31 00:00:00,21.16
1982-12-31 00:00:00,15.19
1982-11-30 00:00:00,11.73
1982-10-31 00:00:00,35.44
1982-09-30 00:00:00,17.91
1982-08-31 00:00:00,18.75
1982-07-31 00:00:00,20.3
1982-06-30 00:00:00,20.78
1982-05-31 00:00:00,22.65
1982-04-30 00:00:00,22.5
1982-03-31 00:00:00,21.77
1982-02-28 00:00:00,20.57
1982-01-31 00:00:00,19.54
1981-12-31 00:00:00,24.38
1981-11-30 00:00:00,31.05
1981-10-31 00:00:00,10.34
1981-09-30 00:00:00,28.81
1981-08-31 00:00:00,29.95
1981-07-31 00:00:00,30.37
1981-06-30 00:00:00,32.01
1981-05-31 00:00:00,32.48
1981-04-30 00:00:00,32.73
1981-03-31 00:00:00,33.73
1981-02-28 00:00:00,34.19
1981-01-31 00:00:00,32.81
1980-12-31 00:00:00,23.04
1980-11-30 00:00:00,26.22
1980-10-31 00:00:00,26.56
1980-09-30 00:00:00,24.17
1980-08-31 00:00:00,22.86
1980-07-31 00:00:00,21.8
1980-06-30 00:00:00,20.67
1980-05-31 00:00:00,18.3
1980-04-30 00:00:00,14.35
1980-03-31 00:00:00,15.68
1980-02-29 00:00:00,18.57
1980-01-31 00:00:00,21.2
1979-12-31 00:00:00,24.42
1979-11-30 00:00:00,18.24
1979-10-31 00:00:00,14.99
1979-09-30 00:00:00,14.11
1979-08-31 00:00:00,12.38
1979-07-31 00:00:00,11.37
1979-06-30 00:00:00,9.34
1979-05-31 00:00:00,6.76
1979-04-30 00:00:00,3.33
1979-03-31 00:00:00,0.65
1979-02-28 00:00:00,-1.24
1979-01-31 00:00:00,-2.2
